participant_id,plan_type,industry,region,age,tenure_years,annual_salary,contribution_rate,annual_contribution,account_balance,plan_funded_ratio,projected_balance_at_65,est_monthly_benefit,replacement_ratio,readiness
103385,401(k),Public Sector,West,61,24.2,68188,0.0853,5816,197451,0.85,274720,2620,0.461,Off Track
103386,401(k),Education,Southeast,36,2,117099,0.1062,12436,23054,0.971,1040700,5802,0.595,At Risk
103387,Annuity,Construction,Midwest,49,9.2,92179,0.0427,3936,36446,0.734,193633,2950,0.384,Off Track
103388,401(k),Retail,Midwest,52,25.6,36073,0.1171,4224,126994,0.725,350627,2169,0.721,On Track
103389,Defined Benefit Pension,Construction,West,38,9.5,28000,0.0377,1056,500,0.739,69684,2510,1.076,On Track
103390,Defined Benefit Pension,Public Sector,Southeast,60,12.5,85991,0.0205,1763,32464,0.984,53382,4209,0.587,At Risk
103391,401(k),Healthcare,Southeast,53,10.6,57451,0.1243,7141,80575,0.941,282601,2378,0.497,Off Track
103392,Annuity,Healthcare,Midwest,45,17.6,51753,0.0525,2717,54418,0.695,274472,2209,0.512,Off Track
103393,Defined Benefit Pension,Construction,West,76,0,105174,0.0822,8645,5898,0.938,5898,2353,0.268,Off Track
103394,401(k),Manufacturing,Southwest,60,10.4,28000,0.0986,2761,38558,0.784,67163,1224,0.525,Off Track
103395,Annuity,Healthcare,Northeast,28,12.4,61743,0.0501,3093,27621,0.683,632178,3651,0.71,On Track
103396,Defined Benefit Pension,Education,Midwest,43,4,89662,0.0574,5147,43417,0.845,379795,6422,0.859,On Track
103397,Defined Benefit Pension,Construction,Northeast,78,14.7,38951,0.0508,1979,16791,0.837,16791,1772,0.546,Off Track
103398,401(k),Public Sector,West,36,18.3,108347,0.1099,11907,219325,0.943,2065217,9217,1.021,On Track
103399,401(k),Public Sector,West,49,15.6,43674,0.0948,4140,99869,0.838,359987,2292,0.63,At Risk
103400,Defined Benefit Pension,Public Sector,Southwest,63,26.2,70028,0.0549,3845,145706,0.987,171636,4791,0.821,On Track
103401,Annuity,Retail,Northeast,56,8.5,52587,0.0326,1714,1337,1.001,21955,1388,0.317,Off Track
103402,401(k),Construction,West,58,16,28000,0.0232,650,2435,0.783,9117,1030,0.442,Off Track
103403,Annuity,Healthcare,West,57,15.8,60224,0.0698,4204,80460,0.829,169850,2072,0.413,Off Track
103404,Annuity,Manufacturing,West,48,10.1,94184,0.0502,4728,36098,0.968,230594,3102,0.395,Off Track
103405,401(k),Public Sector,West,38,21.1,43033,0.1103,4747,96091,0.855,765795,3628,1.012,On Track
103406,401(k),Manufacturing,Midwest,53,14.3,54410,0.0639,3477,36493,0.972,132088,1801,0.397,Off Track
103407,Defined Benefit Pension,Education,Northeast,43,2.4,57539,0.0479,2756,17245,0.976,181732,3799,0.792,On Track
103408,401(k),Transportation,Southwest,42,18,87010,0.0751,6534,138716,0.656,836931,4965,0.685,At Risk
103409,Defined Benefit Pension,Public Sector,Southeast,66,8,61927,0.0693,4292,36027,0.917,36027,2288,0.443,Off Track
103410,401(k),Public Sector,Northeast,43,9.4,72649,0.0697,5064,46754,0.902,388218,3110,0.514,Off Track
103411,Defined Benefit Pension,Transportation,West,68,10,73015,0.0448,3271,30239,0.906,30239,2839,0.467,Off Track
103412,401(k),Healthcare,Southwest,51,17.9,57344,0.0858,4920,110453,0.895,353118,2611,0.546,Off Track
103413,Defined Benefit Pension,Public Sector,West,46,20.6,119309,0.0522,6228,135098,0.893,619010,10302,1.036,On Track
103414,Defined Benefit Pension,Education,Southeast,26,10.7,43292,0.0668,2892,14685,1.071,562005,5120,1.419,On Track
103415,Defined Benefit Pension,Education,Southwest,73,10.3,91683,0.0512,4694,76043,0.903,76043,3726,0.488,Off Track
103416,401(k),Retail,Southwest,48,0,107722,0.083,8941,17828,0.801,300258,3334,0.371,Off Track
103417,401(k),Retail,Southeast,22,6.3,68128,0.0824,5614,31599,0.808,1193852,5683,1.001,On Track
103418,Defined Benefit Pension,Education,Midwest,60,4.4,73704,0.0534,3936,500,0.826,22857,2785,0.453,Off Track
103419,Annuity,Construction,Southwest,47,14.5,86850,0.0268,2328,55748,1.008,231072,2941,0.406,Off Track
103420,Annuity,Transportation,Northeast,37,11.1,61605,0.0727,4479,26004,0.73,439862,3006,0.586,At Risk
103421,Defined Benefit Pension,Construction,Southeast,59,4.7,28000,0.062,1736,500,1.038,12818,1417,0.607,At Risk
103422,401(k),Transportation,Midwest,22,13.2,65018,0.0967,6287,66415,0.881,1656114,7146,1.319,On Track
103423,Defined Benefit Pension,Manufacturing,Northeast,39,11.5,118082,0.0761,8986,112514,0.6,1043449,11347,1.153,On Track
103424,Defined Benefit Pension,Healthcare,Northeast,44,0,87928,0.0645,5671,500,1.015,228499,5268,0.719,On Track
103425,401(k),Retail,West,58,20.9,74160,0.1106,8202,231577,0.955,417052,3244,0.525,Off Track
103426,Defined Benefit Pension,Education,Southeast,75,20.1,93175,0.0598,5572,161649,0.815,161649,5209,0.671,At Risk
103427,Annuity,Healthcare,Southeast,45,10.1,67957,0.0574,3901,44284,0.882,285525,2651,0.468,Off Track
103428,Annuity,Construction,Southeast,54,14.8,72825,0.0374,2724,30204,0.969,98119,2148,0.354,Off Track
103429,Annuity,Manufacturing,Northeast,80,9.4,59926,0.0655,3925,74899,0.999,74899,1748,0.35,Off Track
103430,401(k),Construction,West,48,0,85370,0.1027,8767,500,0.842,248689,2963,0.417,Off Track
103431,401(k),Construction,Southeast,54,29.3,56988,0.0475,2707,81044,1.021,194374,2073,0.436,Off Track
103432,Annuity,Public Sector,West,33,18,63172,0.0236,1491,16609,0.838,242701,2388,0.454,Off Track
103433,Defined Benefit Pension,Manufacturing,Southwest,72,19.5,96611,0.0228,2203,82401,1.003,82401,4963,0.616,At Risk
103434,Defined Benefit Pension,Retail,Midwest,39,9.7,66559,0.0692,4606,50238,0.669,501026,6304,1.137,On Track
103435,401(k),Construction,Southwest,51,21,87827,0.0896,7869,190109,1.043,595186,4180,0.571,At Risk
103436,Defined Benefit Pension,Construction,Northeast,51,1,90142,0.0665,5994,500,0.65,127095,4367,0.581,At Risk
103437,Defined Benefit Pension,Manufacturing,Southwest,49,10,69852,0.095,6636,82817,0.765,380747,5286,0.908,On Track
103438,Defined Benefit Pension,Construction,Southeast,43,17.9,62214,0.0546,3397,43627,0.983,304615,5674,1.094,On Track
103439,401(k),Public Sector,Southeast,51,7,35047,0.161,5643,48906,0.872,229160,1764,0.604,At Risk
103440,Defined Benefit Pension,Manufacturing,Southwest,69,19.3,41301,0.0778,3213,77693,0.945,77693,2288,0.665,At Risk
103441,Defined Benefit Pension,Education,Midwest,75,14.4,89055,0.0787,7009,119648,0.717,119648,4228,0.57,At Risk
103442,Defined Benefit Pension,Public Sector,West,46,13.7,88537,0.0765,6773,95090,0.759,516361,7554,1.024,On Track
103443,Defined Benefit Pension,Construction,Southwest,43,6.2,44284,0.0438,1940,500,0.825,85983,2955,0.801,On Track
103444,Annuity,Construction,Midwest,38,15.2,83099,0.0717,5958,85712,0.673,792892,4720,0.682,At Risk
103445,Defined Benefit Pension,Manufacturing,Southeast,80,27.5,78058,0.0354,2763,80885,0.996,80885,4904,0.754,On Track
103446,401(k),Manufacturing,Midwest,50,13.4,98194,0.1029,10104,150913,0.852,596852,4323,0.528,Off Track
103447,401(k),Transportation,Southeast,61,16.4,132634,0.1196,15863,316010,0.723,468350,3894,0.352,Off Track
103448,Defined Benefit Pension,Public Sector,Midwest,56,17.6,88095,0.0419,3691,78502,0.853,175042,5715,0.778,On Track
103449,Annuity,Transportation,Southeast,75,2.8,52658,0.0604,3181,10087,0.859,10087,1350,0.308,Off Track
103450,401(k),Construction,Southwest,45,10.9,92815,0.1036,9616,120656,0.919,740690,4789,0.619,At Risk
103451,401(k),Retail,Midwest,35,10.7,42826,0.1326,5679,77335,0.845,893144,4048,1.134,On Track
103452,Defined Benefit Pension,Retail,West,70,0,134199,0.058,7784,18343,0.768,18343,2394,0.214,Off Track
103453,Defined Benefit Pension,Education,West,59,18.3,37661,0.0498,1876,38128,0.834,67171,2368,0.754,On Track
103454,Annuity,Transportation,Southeast,53,4.5,84278,0.0799,6734,35609,1.112,185254,2724,0.388,Off Track
103455,401(k),Manufacturing,Southeast,66,17.4,72052,0.0674,4856,101277,0.901,101277,2139,0.356,Off Track
103456,Annuity,Transportation,Southwest,54,5.9,60417,0.0225,1359,6841,0.744,33333,1622,0.322,Off Track
103457,Annuity,Public Sector,Northeast,67,28.3,58655,0.0524,3074,139815,0.98,139815,1932,0.395,Off Track
103458,Defined Benefit Pension,Public Sector,Southeast,51,9.8,110130,0.0695,7654,72753,1.14,325337,6694,0.729,On Track
103459,401(k),Retail,West,59,27.4,87861,0.1149,10095,383687,0.923,614683,4245,0.58,At Risk
103460,401(k),Transportation,Midwest,54,10.6,67734,0.1057,7159,64225,0.853,229100,2457,0.435,Off Track
103461,401(k),Manufacturing,West,44,11.6,120502,0.0496,5977,77745,0.682,503336,4011,0.399,Off Track
103462,Defined Benefit Pension,Healthcare,Northeast,46,24.5,68677,0.0687,4718,117770,0.848,515604,6869,1.2,On Track
103463,Defined Benefit Pension,Healthcare,Southeast,43,4.7,92577,0.0658,6092,500,0.712,266148,6291,0.815,On Track
103464,401(k),Healthcare,Midwest,51,12.4,34469,0.0967,3333,61630,0.895,209383,1698,0.591,At Risk
103465,401(k),Education,Southeast,43,16.3,35965,0.0855,3075,55963,0.609,335096,2117,0.706,On Track
103466,401(k),Manufacturing,Midwest,53,15.2,91873,0.0785,7212,136842,0.929,397019,3620,0.473,Off Track
103467,Defined Benefit Pension,Transportation,Southwest,53,12.3,80626,0.0794,6402,82319,0.648,273643,5377,0.8,On Track
103468,Defined Benefit Pension,Healthcare,West,50,11.2,132109,0.0567,7491,107358,0.87,431650,8099,0.736,On Track
103469,Annuity,Transportation,West,51,18.8,52251,0.0634,3313,67709,1.047,222706,2049,0.47,Off Track
103470,401(k),Public Sector,Northeast,41,13.4,90920,0.1045,9501,149537,0.748,1088264,5901,0.779,On Track
103471,401(k),Transportation,Midwest,45,19.7,65119,0.0974,6343,130858,0.78,653010,3805,0.701,On Track
103472,401(k),Manufacturing,Southwest,28,15.1,95750,0.0587,5621,91880,0.904,1508858,7363,0.923,On Track
103473,Defined Benefit Pension,Education,West,47,17.2,93527,0.0791,7398,153306,0.795,666227,8669,1.112,On Track
103474,401(k),Healthcare,West,36,21.1,71229,0.0948,6753,164185,1.003,1386908,6404,1.079,On Track
103475,401(k),Healthcare,Southwest,49,9.5,51265,0.1025,5255,62061,0.827,292566,2257,0.528,Off Track
103476,Annuity,Healthcare,Southwest,39,20.9,62502,0.053,3313,89787,0.976,604461,3577,0.687,At Risk
103477,Annuity,Retail,Southeast,23,10.7,40842,0.0645,2634,29554,0.917,711627,3393,0.997,On Track
103478,Annuity,Public Sector,Southeast,75,0.8,82214,0.0245,2014,15814,0.866,15814,2108,0.308,Off Track
103479,401(k),Manufacturing,Southeast,45,9.4,28000,0.1303,3648,40691,0.877,264695,1882,0.807,On Track
103480,401(k),Retail,West,65,6.2,55729,0.0654,3645,31965,0.903,31965,1500,0.323,Off Track
103481,401(k),Education,Southeast,42,15,97315,0.0294,2861,66754,0.814,389439,3631,0.448,Off Track
103482,Annuity,Manufacturing,Southwest,68,9.7,96645,0.0778,7519,98587,1.001,98587,2662,0.331,Off Track
103483,401(k),Manufacturing,Southwest,34,13,28000,0.1156,3237,19372,0.706,392442,2308,0.989,On Track
103484,401(k),Education,West,50,20.1,88321,0.0505,4460,109491,1.053,366212,3429,0.466,Off Track
103485,401(k),Manufacturing,Northeast,35,23.9,40047,0.1291,5170,141957,0.706,1224060,5081,1.523,On Track
103486,401(k),Retail,West,79,14.3,61407,0.0627,3850,82999,0.984,82999,1812,0.354,Off Track
103487,401(k),Manufacturing,Southeast,45,20.7,93447,0.096,8971,204726,1.093,986588,5622,0.722,On Track
103488,Defined Benefit Pension,Transportation,Midwest,58,10.6,44696,0.0547,2445,24740,1.067,57723,2293,0.616,At Risk
103489,401(k),Education,Southeast,53,0,111954,0.0751,8408,500,0.614,142849,2809,0.301,Off Track
103490,401(k),Transportation,Northeast,48,2.6,79193,0.0753,5963,5265,0.866,182411,2588,0.392,Off Track
103491,Defined Benefit Pension,Retail,West,54,10.4,84956,0.0355,3016,34472,0.863,110593,4765,0.673,At Risk
103492,Annuity,Construction,Midwest,64,18.4,102162,0.0276,2820,47732,1.054,53416,2511,0.295,Off Track
103493,401(k),Retail,West,56,10.5,96933,0.0999,9684,97700,0.696,276344,3254,0.403,Off Track
103494,Defined Benefit Pension,Manufacturing,Midwest,50,21.5,94490,0.0865,8173,200904,0.856,671713,8883,1.128,On Track
103495,401(k),Education,Southeast,54,26.7,53583,0.0437,2342,85266,0.747,196924,1996,0.447,Off Track
103496,401(k),Transportation,Northeast,71,4.9,40894,0.1003,4102,4165,0.886,4165,1036,0.304,Off Track
103497,401(k),Construction,Southeast,43,29,64096,0.084,5384,202859,0.795,964634,4818,0.902,On Track
103498,Defined Benefit Pension,Manufacturing,Southwest,26,0,85283,0.0577,4921,13461,0.881,844452,9104,1.281,On Track
103499,Annuity,Manufacturing,West,35,26.8,36003,0.0314,1130,35190,0.816,291449,1971,0.657,At Risk
103500,Defined Benefit Pension,Retail,Midwest,36,11.7,88320,0.0399,3524,65022,0.686,611821,8663,1.177,On Track
103501,401(k),Manufacturing,Northeast,37,10.1,82485,0.0704,5807,53965,0.978,673795,4308,0.627,At Risk
103502,Defined Benefit Pension,Education,Southwest,38,11.9,66909,0.0668,4470,54880,0.619,549415,6758,1.212,On Track
103503,401(k),Education,West,48,5.6,73723,0.0638,4704,6464,0.878,150119,2343,0.381,Off Track
103504,401(k),Education,Northeast,51,24,73823,0.1099,8113,233044,0.822,697385,4170,0.678,At Risk
103505,401(k),Retail,Southeast,51,6.5,84365,0.0997,8411,74109,0.939,344311,3257,0.463,Off Track
103506,401(k),Transportation,Northeast,39,7.5,92900,0.0886,8231,61045,1.12,764633,4871,0.629,At Risk
103507,401(k),Public Sector,Southwest,60,1,152400,0.0821,12512,12558,0.639,87337,2624,0.207,Off Track
103508,401(k),Education,Southwest,54,6.2,76734,0.1004,7704,37612,0.785,186740,2541,0.397,Off Track
103509,Defined Benefit Pension,Healthcare,Midwest,67,6.4,53965,0.09,4857,65221,0.833,65221,1998,0.444,Off Track
103510,Annuity,Construction,Northeast,58,5.9,28000,0.0374,1047,500,0.769,9540,1032,0.442,Off Track
103511,401(k),Retail,West,44,10.6,32577,0.1133,3691,68122,0.944,379198,2264,0.834,On Track
103512,Annuity,Retail,Southeast,64,3.1,50794,0.0338,1717,500,0.856,2247,1277,0.302,Off Track
103513,Annuity,Retail,Northeast,51,24.8,91304,0.0529,4830,112764,0.771,356451,3471,0.456,Off Track
103514,Annuity,Healthcare,Southeast,58,10.8,60944,0.0798,4863,63198,0.737,135846,1976,0.389,Off Track
103515,401(k),Healthcare,Southeast,57,15,83388,0.0832,6938,123456,0.613,265439,2969,0.427,Off Track
103516,401(k),Transportation,Northeast,47,18.9,51503,0.0448,2307,50931,0.934,216674,2010,0.468,Off Track
103517,Defined Benefit Pension,Construction,West,49,28.2,84752,0.066,5594,167173,0.784,568290,8251,1.168,On Track
103518,401(k),Public Sector,Southeast,46,19.3,96428,0.1082,10434,251468,1.085,1113093,6044,0.752,On Track
103519,401(k),Healthcare,Midwest,38,10,60738,0.092,5588,67387,1.009,680951,3788,0.748,On Track
103520,401(k),Manufacturing,Midwest,22,3.4,84179,0.1359,11440,35087,0.825,2131372,9209,1.313,On Track
103521,Annuity,Education,West,40,14.7,59669,0.0495,2954,40803,0.844,337191,2616,0.526,Off Track
103522,Defined Benefit Pension,Construction,West,50,20.5,37508,0.081,3038,109994,0.755,334319,3779,1.209,On Track
103523,Defined Benefit Pension,Education,Midwest,61,13.1,87503,0.0791,6921,110521,0.839,169807,4624,0.634,At Risk
103524,401(k),Retail,Southwest,58,12.5,83557,0.0785,6559,99353,0.804,204445,2770,0.398,Off Track
103525,401(k),Construction,Midwest,45,13.7,88617,0.0351,3110,40622,0.85,244683,3031,0.41,Off Track
103526,Defined Benefit Pension,Healthcare,Northeast,40,0,98755,0.0757,7476,17755,0.957,486369,7041,0.856,On Track
103527,Defined Benefit Pension,Healthcare,Southwest,46,13.2,65033,0.0361,2348,36378,1.094,189334,4875,0.899,On Track
103528,Annuity,Healthcare,West,36,17.9,67096,0.0636,4267,64644,0.778,664487,3892,0.696,At Risk
103529,401(k),Manufacturing,Midwest,23,11.6,64023,0.0684,4379,51893,0.667,1211459,5639,1.057,On Track
103530,Defined Benefit Pension,Healthcare,Southeast,29,21,81668,0.0532,4345,97191,0.822,1309420,10490,1.541,On Track
103531,Defined Benefit Pension,Manufacturing,Southwest,64,21.3,68115,0.081,5517,149164,0.867,163631,4147,0.731,On Track
103532,401(k),Public Sector,Midwest,70,8,75526,0.0585,4418,56480,0.922,56480,2076,0.33,Off Track
103533,Defined Benefit Pension,Manufacturing,Southeast,57,15.5,51822,0.0395,2047,71766,0.99,134644,3267,0.756,On Track
103534,401(k),Public Sector,West,47,12.3,43227,0.0227,981,37144,0.685,136340,1535,0.426,Off Track
103535,401(k),Healthcare,Southeast,31,0,46556,0.0834,3883,17729,0.893,533099,2941,0.758,On Track
103536,Defined Benefit Pension,Retail,Midwest,46,10.5,83665,0.0273,2284,28672,1.085,163858,5723,0.821,On Track
103537,401(k),Healthcare,West,55,3.8,70800,0.038,2690,14643,0.901,61680,1976,0.335,Off Track
103538,Defined Benefit Pension,Manufacturing,Southeast,58,13.1,58181,0.0538,3130,68806,0.724,129731,3349,0.691,At Risk
103539,Defined Benefit Pension,Healthcare,Northeast,56,17.5,90573,0.0769,6965,123584,0.673,288830,6227,0.825,On Track
103540,Annuity,Retail,Southeast,63,10.3,112819,0.0233,2629,33118,0.836,42627,2475,0.263,Off Track
103541,401(k),Retail,Northeast,71,4.8,58146,0.0942,5477,27229,1.046,27229,1544,0.319,Off Track
103542,Annuity,Retail,Southeast,43,13.9,41648,0.02,833,3110,0.845,47353,1199,0.345,Off Track
103543,Defined Benefit Pension,Healthcare,Northeast,80,31.5,98463,0.0505,4972,238201,0.767,238201,7004,0.854,On Track
103544,Defined Benefit Pension,Healthcare,Midwest,24,0,72432,0.0272,1970,8340,0.717,390664,6735,1.116,On Track
103545,401(k),Manufacturing,Midwest,39,13.9,66865,0.0699,4674,57399,1.102,537627,3464,0.622,At Risk
103546,401(k),Transportation,Southeast,50,7.6,100497,0.02,2010,500,0.608,47983,2493,0.298,Off Track
103547,Annuity,Education,West,55,8.6,64649,0.02,1293,29477,0.81,69832,1849,0.343,Off Track
103548,Defined Benefit Pension,Transportation,Northeast,46,11.2,83118,0.0656,5453,70605,0.722,397716,6541,0.944,On Track
103549,Annuity,Retail,Northeast,42,9.2,76487,0.0539,4123,38745,0.839,341760,3051,0.479,Off Track
103550,Annuity,Transportation,Midwest,74,16.8,162846,0.0491,7996,177151,0.846,177151,2924,0.215,Off Track
103551,401(k),Healthcare,Northeast,41,10.1,68240,0.0922,6292,72593,0.962,613656,3752,0.66,At Risk
103552,Defined Benefit Pension,Construction,Southwest,36,0,98231,0.0609,5982,500,0.68,443222,7372,0.901,On Track
103553,401(k),Education,Southeast,68,22.2,64982,0.0613,3983,116097,0.857,116097,2012,0.371,Off Track
103554,Defined Benefit Pension,Manufacturing,Midwest,58,21,84601,0.0405,3426,103599,0.655,184532,5691,0.807,On Track
103555,401(k),Transportation,Southeast,61,7.1,66513,0.0769,5115,55597,0.65,92566,1971,0.356,Off Track
103556,401(k),Healthcare,Midwest,50,12.4,94271,0.1044,9842,151300,0.82,591681,4306,0.548,Off Track
103557,Annuity,Construction,Northeast,31,21.7,69321,0.0803,5566,132786,0.913,1542721,6875,1.19,On Track
103558,401(k),Healthcare,Southwest,49,20.3,86098,0.0707,6087,124928,0.946,473630,3731,0.52,Off Track
103559,401(k),Manufacturing,Northeast,30,22.9,50832,0.0859,4366,108663,0.921,1321717,5677,1.34,On Track
103560,401(k),Construction,Southeast,51,15,49694,0.0605,3006,67258,0.854,215235,1960,0.473,Off Track
103561,401(k),Healthcare,Southwest,56,18.2,28000,0.0415,1162,44263,0.897,88134,1294,0.554,At Risk
103562,Annuity,Construction,Midwest,61,23.3,82242,0.0535,4400,139804,0.808,195748,2709,0.395,Off Track
103563,Defined Benefit Pension,Retail,West,47,9.3,53828,0.0539,2901,31361,0.748,179172,3780,0.843,On Track
103564,Annuity,Education,Northeast,57,15.5,133474,0.0425,5673,118392,0.754,244847,3149,0.283,Off Track
103565,401(k),Transportation,Southeast,37,0,58775,0.0991,5825,16926,0.831,485697,3088,0.631,At Risk
103566,Annuity,Education,West,60,0,106899,0.07,7483,647,0.765,43048,2477,0.278,Off Track
103567,401(k),Public Sector,Southeast,56,16,104042,0.1523,15846,323924,1.059,729354,4765,0.55,Off Track
103568,Annuity,Construction,Midwest,38,17.2,65112,0.0575,3744,18381,0.782,327154,2718,0.501,Off Track
103569,Defined Benefit Pension,Transportation,Northeast,54,8.9,51371,0.0522,2682,3524,0.626,46844,2718,0.635,At Risk
103570,401(k),Education,Midwest,61,7.1,68229,0.0741,5056,60525,0.943,98529,2034,0.358,Off Track
103571,Defined Benefit Pension,Manufacturing,Southeast,49,9.2,103777,0.0553,5739,68481,0.947,321300,6673,0.772,On Track
103572,Defined Benefit Pension,Transportation,Southwest,38,13.5,135994,0.0504,6854,104939,0.87,942691,12275,1.083,On Track
103573,401(k),Education,Southeast,50,0,37425,0.0876,3278,500,0.862,77497,1258,0.403,Off Track
103574,Defined Benefit Pension,Manufacturing,Southwest,55,15.7,72400,0.074,5358,77416,0.829,209263,4833,0.801,On Track
103575,Defined Benefit Pension,Construction,Southwest,38,12.3,55073,0.054,2974,55229,0.824,455794,5602,1.221,On Track
103576,Annuity,Construction,Southwest,36,14,61872,0.0446,2759,50404,0.836,476281,3134,0.608,At Risk
103577,Defined Benefit Pension,Construction,West,54,11,119792,0.0542,6493,102842,0.863,292436,6602,0.661,At Risk
103578,401(k),Healthcare,Midwest,58,0.9,50452,0.0973,4909,500,0.83,41957,1401,0.333,Off Track
103579,Defined Benefit Pension,Manufacturing,Midwest,74,3.2,28000,0.0436,1221,21316,0.635,21316,1183,0.507,Off Track
103580,401(k),Retail,Northeast,56,24.2,77657,0.1164,9039,280894,0.728,578435,3870,0.598,At Risk
103581,401(k),Education,Northeast,33,6.9,82628,0.0772,6379,52114,0.879,916098,5119,0.743,On Track
103582,Defined Benefit Pension,Manufacturing,Southeast,72,18.5,60210,0.0695,4185,107010,0.725,107010,3254,0.649,At Risk
103583,401(k),Retail,West,61,3.3,52922,0.0744,3937,6877,0.75,25905,1409,0.32,Off Track
103584,Annuity,Manufacturing,Northeast,24,11.9,76489,0.0731,5591,67544,0.941,1560013,7112,1.116,On Track
103585,401(k),Construction,Southwest,36,8.5,34203,0.0455,1556,6574,0.653,150204,1501,0.527,Off Track
103586,Defined Benefit Pension,Construction,Southwest,42,9.7,83809,0.0644,5397,69060,0.728,517428,7246,1.037,On Track
103587,401(k),Manufacturing,Northeast,58,9.3,62264,0.0708,4408,44582,0.927,104035,1903,0.367,Off Track
103588,401(k),Healthcare,Northeast,22,23.6,110836,0.1077,11937,246745,0.762,4385343,16951,1.835,On Track
103589,Defined Benefit Pension,Construction,Southwest,47,27.4,80916,0.06,4855,137563,0.843,542698,7878,1.168,On Track
103590,401(k),Manufacturing,Northeast,57,13.9,67703,0.0964,6527,110638,0.535,240941,2496,0.442,Off Track
103591,Defined Benefit Pension,Manufacturing,Northeast,22,8.7,65568,0.0471,3088,23953,0.97,724279,7332,1.342,On Track
103592,401(k),Construction,Northeast,57,1.4,28000,0.1148,3214,24551,0.969,70941,1236,0.53,Off Track
103593,Defined Benefit Pension,Public Sector,West,58,0.8,68525,0.0703,4817,6694,0.853,50498,2550,0.446,Off Track
103594,Defined Benefit Pension,Transportation,Northeast,38,23.6,66309,0.0239,1585,500,0.72,103385,5318,0.962,On Track
103595,Annuity,Healthcare,Northeast,34,0.3,73440,0.0417,3062,38417,1.04,493549,3481,0.569,At Risk
103596,Annuity,Manufacturing,Southeast,38,8.5,66672,0.0603,4020,25303,1.128,378117,2927,0.527,Off Track
103597,Annuity,Construction,West,22,13.2,111993,0.0364,4077,21599,1.057,853126,5177,0.555,At Risk
103598,Annuity,Healthcare,Southwest,44,0,64470,0.0674,4345,16300,0.959,229181,2376,0.442,Off Track
103599,401(k),Manufacturing,Southeast,51,2,48371,0.0617,2984,19992,0.874,107909,1569,0.389,Off Track
103600,Defined Benefit Pension,Public Sector,Southeast,33,1.3,28000,0.0282,790,500,0.811,75030,2416,1.035,On Track
103601,Defined Benefit Pension,Healthcare,Midwest,60,6.7,59514,0.064,3809,14258,1.016,40552,2493,0.503,Off Track
103602,401(k),Transportation,Midwest,49,14.1,42683,0.1044,4456,75605,0.84,306460,2089,0.587,At Risk
103603,Defined Benefit Pension,Transportation,West,51,20.2,35658,0.0606,2161,45850,0.5,149076,3021,1.017,On Track
103604,Annuity,Healthcare,Southeast,43,6.7,63271,0.0283,1791,13674,0.858,126990,2005,0.38,Off Track
103605,Defined Benefit Pension,Public Sector,West,57,8.3,103872,0.0535,5557,59120,0.834,149229,4947,0.572,At Risk
103606,Defined Benefit Pension,Public Sector,Southwest,63,11,98181,0.0208,2042,500,0.778,4768,3945,0.482,Off Track
103607,Defined Benefit Pension,Education,West,43,5.6,36104,0.0507,1830,2711,0.957,89177,2543,0.845,On Track
103608,Defined Benefit Pension,Manufacturing,West,57,15.3,73027,0.0618,4513,79475,0.777,171338,4524,0.743,On Track
103609,Defined Benefit Pension,Manufacturing,Northeast,57,15.6,83848,0.0767,6431,125969,0.883,264426,5451,0.78,On Track
103610,401(k),Healthcare,Southwest,53,0,88371,0.0452,3994,500,0.564,68385,2437,0.331,Off Track
103611,Defined Benefit Pension,Public Sector,West,68,17.1,116903,0.0477,5576,107525,0.733,107525,5191,0.533,Off Track
103612,401(k),Construction,West,39,13,39249,0.0567,2225,21288,0.821,228470,1762,0.539,Off Track
103613,Annuity,Public Sector,Northeast,43,14.1,47197,0.0448,2114,29569,0.613,198284,1841,0.468,Off Track
103614,401(k),Education,Midwest,39,21.4,53447,0.1002,5355,113168,0.743,831627,4108,0.922,On Track
103615,401(k),Healthcare,West,57,0,82258,0.0654,5380,15659,0.945,78206,2317,0.338,Off Track
103616,Defined Benefit Pension,Public Sector,West,45,2,28000,0.0576,1613,14197,0.806,104867,2120,0.908,On Track
103617,Defined Benefit Pension,Manufacturing,Northeast,40,11.4,65597,0.088,5773,111564,1.028,795551,7276,1.331,On Track
103618,Defined Benefit Pension,Healthcare,Northeast,68,0,28000,0.0555,1554,500,0.895,500,1002,0.429,Off Track
103619,Annuity,Retail,Midwest,70,10.3,71935,0.048,3453,64044,0.705,64044,2012,0.336,Off Track
103620,401(k),Healthcare,West,44,18.8,129962,0.0632,8214,176260,1.018,927707,5426,0.501,Off Track
103621,Defined Benefit Pension,Public Sector,Southeast,32,15.2,97228,0.0439,4268,56530,0.937,802159,9869,1.218,On Track
103622,401(k),Manufacturing,West,70,12.6,37666,0.0674,2539,49010,0.89,49010,1163,0.371,Off Track
103623,Annuity,Manufacturing,Southwest,54,10.1,60278,0.0751,4527,76206,0.978,212438,2215,0.441,Off Track
103624,401(k),Retail,Southwest,53,8.6,47086,0.0812,3823,34312,0.743,133536,1622,0.413,Off Track
103625,401(k),Manufacturing,West,49,8.1,108248,0.0751,8129,91730,0.887,441718,3806,0.422,Off Track
103626,Annuity,Healthcare,West,38,13.8,28000,0.0577,1616,27977,0.766,237863,1793,0.768,On Track
